customer_id,first_name,last_name,email,password_mask,customer_segment,street,city,state_code,zipcode,country,latitude,longitude
12331,Matthew,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,4804 Quiet Hickory Woods,Wheeling,WV,26003,EE. UU.,39.97830963,-80.63983154
12332,Kelly,Jones,XXXXXXXXX,XXXXXXXXX,Consumer,6332 Clear Square,Richmond,VA,23223,EE. UU.,37.53337097,-77.41979218
12333,Mary,Thomas,XXXXXXXXX,XXXXXXXXX,Consumer,4849 Foggy Zephyr Cape,Caguas,PR,725,Puerto Rico,18.28711319,-66.37057495
12334,Michael,Robertson,XXXXXXXXX,XXXXXXXXX,Consumer,469 Cinder Rabbit Mall ,Lancaster,CA,93535,EE. UU.,34.69681549,-118.122261
12335,Mary,Riley,XXXXXXXXX,XXXXXXXXX,Consumer,2231 High Lagoon Glen,Knoxville,TN,37922,EE. UU.,35.81311417,-84.17388916
12336,Joe,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,9568 Rustic Pioneer Heights,Caguas,PR,725,Puerto Rico,18.21794701,-66.37055969
12337,Mary,Davis,XXXXXXXXX,XXXXXXXXX,Consumer,4135 Broad Blossom Crossing,Chicago,IL,60637,EE. UU.,41.8952713,-87.7299881
12338,Michael,Hall,XXXXXXXXX,XXXXXXXXX,Consumer,5407 Silver Rise Villas,Phoenix,AZ,85008,EE. UU.,33.47483444,-112.0087128
12339,William,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,7191 Easy Pony Mews,Honolulu,HI,96817,EE. UU.,21.32080078,-157.8613892
12340,Patricia,Patel,XXXXXXXXX,XXXXXXXXX,Corporate,8428 Honey Freeway,Caguas,PR,725,Puerto Rico,18.23724365,-66.37052155
12341,Roy,Fields,XXXXXXXXX,XXXXXXXXX,Corporate,5824 Bright Key,Norcross,GA,30093,EE. UU.,33.89028168,-84.19355774
12342,Mary,Velez,XXXXXXXXX,XXXXXXXXX,Consumer,7056 Hidden Pike,Caguas,PR,725,Puerto Rico,18.2977562,-66.37054443
12343,Timothy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,9124 Sunny Pike,Miami,FL,33186,EE. UU.,25.85881805,-80.19738007
12344,Mary,Cruz,XXXXXXXXX,XXXXXXXXX,Consumer,1066 Hidden Ridge,Aurora,CO,80013,EE. UU.,39.49591446,-98.98998261
12345,Phillip,Hancock,XXXXXXXXX,XXXXXXXXX,Consumer,3323 Old Willow Mall ,Caguas,PR,725,Puerto Rico,18.24866104,-66.3706131
12346,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,3385 Cotton Wharf,Santa Clara,CA,95051,EE. UU.,37.34420395,-121.9884415
12347,Ralph,Preston,XXXXXXXXX,XXXXXXXXX,Home Office,7239 Emerald Bluff Downs,Daly City,CA,94014,EE. UU.,37.69309616,-122.4649353
12348,Alan,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,7111 Silent Fox Gardens,Rochester,NY,14609,EE. UU.,43.18824005,-77.56706238
12349,Mary,Arnold,XXXXXXXXX,XXXXXXXXX,Consumer,8109 Amber Inlet,Caguas,PR,725,Puerto Rico,18.22698402,-66.37056732
12350,Henry,Jacobs,XXXXXXXXX,XXXXXXXXX,Consumer,245 Green Range,Chicago,IL,60641,EE. UU.,41.95346451,-87.73246002
12351,Jose,Deleon,XXXXXXXXX,XXXXXXXXX,Corporate,6528 Round Private,Bowling Green,KY,42101,EE. UU.,37.1289444,-86.29595184
12352,Sean,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,5104 Bright Lake Hollow,Caguas,PR,725,Puerto Rico,18.23016548,-66.37052918
12353,Mary,Ramirez,XXXXXXXXX,XXXXXXXXX,Corporate,3856 Noble Zephyr By-pass,Hollywood,FL,33021,EE. UU.,26.00940132,-80.18396759
12354,Brenda,Wells,XXXXXXXXX,XXXXXXXXX,Consumer,3762 Amber Estates,Caguas,PR,725,Puerto Rico,18.23072052,-66.37063599
12355,Victoria,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,8569 Emerald Blossom Concession,Lombard,IL,60148,EE. UU.,41.84544373,-88.0118866
12356,Rose,Shepherd,XXXXXXXXX,XXXXXXXXX,Consumer,733 Cozy Mountain Walk,Caguas,PR,725,Puerto Rico,18.27405548,-66.37062073
12357,Harry,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,1120 Clear Crossing,Morristown,NJ,7960,EE. UU.,40.8079071,-74.47541809
12358,Mary,Powers,XXXXXXXXX,XXXXXXXXX,Home Office,8713 Easy Circuit,Caguas,PR,725,Puerto Rico,18.25589371,-66.37059784
12359,Melissa,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,5387 Iron Nook,Bronx,NY,10467,EE. UU.,40.87416458,-73.8703537
12360,Mary,Hall,XXXXXXXXX,XXXXXXXXX,Consumer,3582 Bright Pine Estates,Chicago,IL,60645,EE. UU.,41.89554596,-87.71611023
12361,Janet,Odom,XXXXXXXXX,XXXXXXXXX,Consumer,6088 Amber Brook Gardens,Caguas,PR,725,Puerto Rico,18.26842308,-66.37059021
12362,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,1828 Stony Trace,Tucson,AZ,85705,EE. UU.,32.25922394,-110.9718781
12363,Kimberly,Meza,XXXXXXXXX,XXXXXXXXX,Consumer,1284 Burning Hickory Square,Caguas,PR,725,Puerto Rico,18.24181175,-66.37052918
12364,Judy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,4149 Thunder Goose Wynd,Atlanta,GA,30349,EE. UU.,33.61078262,-84.52398682
12365,Mary,Pearson,XXXXXXXXX,XXXXXXXXX,Home Office,8732 Broad Wagon  Road,Caguas,PR,725,Puerto Rico,18.28599739,-66.37062836
12366,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,7906 Rustic Close,Saint Paul,MN,55106,EE. UU.,44.95698166,-93.06536865
12368,Alice,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,5348 Middle Embers Line,Fresno,CA,93702,EE. UU.,36.81483078,-119.7812958
12369,Mary,Martinez,XXXXXXXXX,XXXXXXXXX,Consumer,6449 Merry Lagoon Drive,Spokane,WA,99205,EE. UU.,47.71038818,-117.418541
12370,Johnny,Cruz,XXXXXXXXX,XXXXXXXXX,Consumer,1777 Cozy Island,Caguas,PR,725,Puerto Rico,18.25476456,-66.37062073
12371,Mary,Velez,XXXXXXXXX,XXXXXXXXX,Consumer,8680 Heather Autoroute,San Diego,CA,92109,EE. UU.,32.77622986,-117.1428604
12372,Rachel,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,5424 Wishing Wagon  Bank,Caguas,PR,725,Puerto Rico,18.27340889,-66.37054443
12373,Mary,Herman,XXXXXXXXX,XXXXXXXXX,Home Office,5459 Clear Timber Terrace,Chicago,IL,60618,EE. UU.,41.89482117,-87.76263428
12374,Frances,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,1088 Umber Zephyr Trail,Bend,OR,97701,EE. UU.,44.07599258,-120.9686584
12375,Bruce,Moore,XXXXXXXXX,XXXXXXXXX,Consumer,7627 High Bluff End,Caguas,PR,725,Puerto Rico,18.29094124,-66.37059021
12376,Mary,Ortega,XXXXXXXXX,XXXXXXXXX,Corporate,260 Dewy Glen,San Francisco,CA,94110,EE. UU.,37.6848259,-122.4018097
12377,James,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,9335 Thunder Robin Crescent,Caguas,PR,725,Puerto Rico,18.21576691,-66.37055969
12378,Sara,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,2 Jagged Bank,Eugene,OR,97405,EE. UU.,44.0263443,-123.0935287
12379,Mary,Long,XXXXXXXXX,XXXXXXXXX,Corporate,4542 Shady Branch Boulevard,Caguas,PR,725,Puerto Rico,18.23178864,-66.37062073
12380,Jacqueline,Shaw,XXXXXXXXX,XXXXXXXXX,Corporate,7046 Clear Creek Wharf,Henrico,VA,23233,EE. UU.,37.66836166,-77.65823364
12381,Mary,Olsen,XXXXXXXXX,XXXXXXXXX,Corporate,1208 Cotton Bluff Carrefour,Austin,TX,78704,EE. UU.,30.2586937,-97.76625061
12382,Jennifer,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,3413 Silver Lake Carrefour,Caguas,PR,725,Puerto Rico,18.21268654,-66.37055969
12383,Joyce,Phillips,XXXXXXXXX,XXXXXXXXX,Consumer,9899 Hazy Falls,North Tonawanda,NY,14120,EE. UU.,43.02910233,-78.87342072
12384,Raymond,Berry,XXXXXXXXX,XXXXXXXXX,Consumer,6629 Iron Embers View,Caguas,PR,725,Puerto Rico,18.28748894,-66.37055206
12385,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,3104 Thunder Grounds,Henrico,VA,23233,EE. UU.,37.66836166,-77.65823364
12386,Ruth,Mccarthy,XXXXXXXXX,XXXXXXXXX,Consumer,7004 Hazy Lake Townline,Caguas,PR,725,Puerto Rico,18.25929451,-66.37052155
12387,Mary,Archer,XXXXXXXXX,XXXXXXXXX,Consumer,981 Dewy Cove,Irwin,PA,15642,EE. UU.,40.32811356,-79.70446014
12388,Donna,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,5292 Heather Zephyr Forest,Caguas,PR,725,Puerto Rico,18.28422928,-66.37058258
12389,Kimberly,King,XXXXXXXXX,XXXXXXXXX,Consumer,4878 Dusty Road,Arecibo,PR,612,Puerto Rico,39.49591446,-98.98998261
12390,Joshua,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,472 Noble Mall ,Las Vegas,NV,89121,EE. UU.,36.13634872,-115.0990067
12391,Evelyn,Lewis,XXXXXXXXX,XXXXXXXXX,Home Office,3982 Middle Horse Line,Caguas,PR,725,Puerto Rico,18.20845413,-66.37052918
12393,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,6567 High Lagoon Heath,Manati,PR,674,Puerto Rico,18.43013001,-66.48731232
12394,Samantha,Sims,XXXXXXXXX,XXXXXXXXX,Home Office,8170 Dusty Oak Townline,Caguas,PR,725,Puerto Rico,18.22637749,-66.37062836
12395,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,3888 Cotton Corners,Provo,UT,84604,EE. UU.,40.3957901,-111.5488815
12396,Rachel,Horn,XXXXXXXXX,XXXXXXXXX,Corporate,7810 Round Corners,Caguas,PR,725,Puerto Rico,18.29413223,-66.37060547
12397,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,4463 Cotton Quail Forest,Dearborn,MI,48126,EE. UU.,42.29350281,-83.18397522
12398,Charles,Johnson,XXXXXXXXX,XXXXXXXXX,Corporate,9959 Old Walk,Caguas,PR,725,Puerto Rico,18.20872498,-66.37056732
12399,Phillip,Carter,XXXXXXXXX,XXXXXXXXX,Corporate,1358 Middle Dale Field,Valrico,FL,33594,EE. UU.,27.91985893,-82.25276947
12400,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,9900 Hidden Rise Downs,Caguas,PR,725,Puerto Rico,18.21440125,-66.37055206
12401,Angela,Gray,XXXXXXXXX,XXXXXXXXX,Consumer,109 Hazy Heath,Los Angeles,CA,90033,EE. UU.,34.04983521,-118.2127457
12402,Mary,Hunt,XXXXXXXXX,XXXXXXXXX,Consumer,5840 Pleasant Link,Caguas,PR,725,Puerto Rico,18.2409935,-66.37057495
12403,Richard,Ferguson,XXXXXXXXX,XXXXXXXXX,Consumer,5382 Hazy Pathway,Cypress,CA,90630,EE. UU.,33.83321762,-118.0395203
12404,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,5226 Dusty Wagon  Towers,Caguas,PR,725,Puerto Rico,18.2327137,-66.37054443
12405,Ashley,Williams,XXXXXXXXX,XXXXXXXXX,Corporate,3281 Velvet Passage,Lawton,OK,73505,EE. UU.,34.5761528,-98.4046936
12406,Mary,Michael,XXXXXXXXX,XXXXXXXXX,Corporate,9657 Red Willow Hill,Caguas,PR,725,Puerto Rico,18.21502495,-66.37058258
12407,Megan,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,8434 Pleasant Forest,Philadelphia,PA,19120,EE. UU.,40.03164673,-75.12759399
12408,Randy,Rice,XXXXXXXXX,XXXXXXXXX,Corporate,8528 Green Corner,Fort Worth,TX,76106,EE. UU.,32.8013916,-97.3302536
12409,Mary,Mccann,XXXXXXXXX,XXXXXXXXX,Consumer,1540 Round Way,Caguas,PR,725,Puerto Rico,18.24152374,-66.37055206
12410,Bryan,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,1828 Clear Barn Cove,Sandusky,OH,44870,EE. UU.,41.44394302,-82.72502136
12411,Mary,Perez,XXXXXXXXX,XXXXXXXXX,Consumer,125 Easy Lake Close,Caguas,PR,725,Puerto Rico,18.20213127,-66.37062836
12412,Cynthia,Gilmore,XXXXXXXXX,XXXXXXXXX,Consumer,2934 Dusty Autoroute,Wheaton,IL,60187,EE. UU.,41.88359833,-88.10980988
12413,Amy,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,3493 Middle Fawn Line,Caguas,PR,725,Puerto Rico,18.29493713,-66.37057495
12414,Mary,Woodward,XXXXXXXXX,XXXXXXXXX,Consumer,2636 Lazy Terrace,Chicago,IL,60615,EE. UU.,41.89593887,-87.69323731
12415,Joyce,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,8335 Little Rise Downs,Caguas,PR,725,Puerto Rico,18.23872566,-66.37057495
12416,Aaron,Cline,XXXXXXXXX,XXXXXXXXX,Consumer,9986 Wishing Stead,Bronx,NY,10467,EE. UU.,40.87416458,-73.8703537
12417,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,9765 Umber Green,Massapequa,NY,11758,EE. UU.,40.67998123,-73.4734726
12418,Linda,Livingston,XXXXXXXXX,XXXXXXXXX,Consumer,3927 Indian Village,Caguas,PR,725,Puerto Rico,18.28027535,-66.37059784
12419,Jane,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,2704 Misty Dale Row,Greensburg,PA,15601,EE. UU.,40.3028183,-79.54406738
12420,Nathan,Adams,XXXXXXXXX,XXXXXXXXX,Home Office,2877 Thunder Spring Isle,Caguas,PR,725,Puerto Rico,18.21581268,-66.37055969
12421,Kyle,Small,XXXXXXXXX,XXXXXXXXX,Consumer,2584 Round Square,Middletown,CT,6457,EE. UU.,41.55907822,-72.65383911
12422,Mary,Blevins,XXXXXXXXX,XXXXXXXXX,Consumer,6473 Bright Expressway,Caguas,PR,725,Puerto Rico,18.25349045,-66.37055969
12423,Stephen,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,3445 Harvest Campus,Palmdale,CA,93550,EE. UU.,34.58024216,-118.0661697
12424,Judy,Phillips,XXXXXXXXX,XXXXXXXXX,Consumer,4534 Cinder Concession,San Diego,CA,92111,EE. UU.,32.7794342,-117.1718597
12425,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Consumer,1050 Grand Forest Towers,Caguas,PR,725,Puerto Rico,18.26472473,-66.37050629
12426,Jordan,Valdez,XXXXXXXXX,XXXXXXXXX,Consumer,5561 Quiet Loop,Brooklyn,NY,11210,EE. UU.,40.63330841,-73.94656372
12427,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Corporate,3662 Round Barn Gate,Plano,TX,75093,EE. UU.,33.00893402,-96.66374207
12428,Jeffrey,Travis,XXXXXXXXX,XXXXXXXXX,Corporate,1552 Burning Dale Highlands,Caguas,PR,725,Puerto Rico,18.20841026,-66.37052918
12429,Mary,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,92 Sunny Bear Villas,Gardena,CA,90247,EE. UU.,33.88138962,-118.2984924
12430,Hannah,Brown,XXXXXXXXX,XXXXXXXXX,Corporate,8316 Pleasant Bend,Caguas,PR,725,Puerto Rico,18.26564217,-66.37058258
12431,Mary,Rios,XXXXXXXXX,XXXXXXXXX,Corporate,1221 Cinder Pines,Kaneohe,HI,96744,EE. UU.,21.41555023,-157.803894
12432,Angela,Smith,XXXXXXXXX,XXXXXXXXX,Home Office,1525 Jagged Barn Highlands,Caguas,PR,725,Puerto Rico,18.20589638,-66.37057495
12433,Benjamin,Garcia,XXXXXXXXX,XXXXXXXXX,Consumer,5459 Noble Brook Landing,Levittown,NY,11756,EE. UU.,40.72494888,-73.52056122
12434,Mary,Mills,XXXXXXXXX,XXXXXXXXX,Home Office,9720 Colonial Parade,Caguas,PR,725,Puerto Rico,18.29870796,-66.37058258
12435,Laura,Horton,XXXXXXXXX,XXXXXXXXX,Home Office,5736 Honey Downs,Summerville,SC,29483,EE. UU.,33.01840973,-80.14975739
12436,Mike,Gulvishvokov,XXXXXXXXX,XXXXXXXXX,Consumer,6303 Heather Plaza,Brownsville,TX,78521,EE. UU.,25.96162796,-97.57725525
12437,Anne,Patel,XXXXXXXXX,XXXXXXXXX,Consumer,6303 Heather Plaza,Brownsville,TX,78521,EE. UU.,25.96162796,-97.57725525
12438,Filipe,Godinho,XXXXXXXXX,XXXXXXXXX,Corporate,9526 Noble Embers Ridge,Littleton,CO,80126,EE. UU.,39.522995,-104.9482193
12440,Joanha,Mirkckociv,XXXXXXXXX,XXXXXXXXX,Corporate,8324 Little Common ,San Marcos,CA,92069,EE. UU.,33.1467514,-117.1695328
12441,John,Gerginokish,XXXXXXXXX,XXXXXXXXX,Corporate,10 Crystal River Mall,Caguas,PR,725,Puerto Rico,18.2317276,-66.37062836
12442,Leilani,Strong,XXXXXXXXX,XXXXXXXXX,Corporate,3151 Sleepy Quail Promenade,Passaic,NJ,7055,EE. UU.,40.86259842,-74.11116791
12443,Noelle,Ortega,XXXXXXXXX,XXXXXXXXX,Corporate,9453 High Concession ,Caguas,PR,725,Puerto Rico,18.28168869,-66.37063599
12444,Lillian,Ryan,XXXXXXXXX,XXXXXXXXX,Corporate,3047 Foggy Forest Plaza,Lawrence,MA,1841,EE. UU.,42.71529007,-71.17025757
12445,Nell,Mcfarland,XXXXXXXXX,XXXXXXXXX,Home Office,3616 Quaking Street ,Caguas,PR,725,Puerto Rico,18.21183014,-66.37062073
12446,Lesley,Black,XXXXXXXXX,XXXXXXXXX,Consumer,8598 Harvest Beacon Plaza,Stafford,VA,22554,EE. UU.,38.46184921,-77.41799164
12447,Ursa,Avila,XXXXXXXXX,XXXXXXXXX,Consumer,3169 Stony Woods ,Caguas,PR,725,Puerto Rico,18.28957558,-66.37057495
12448,Briar,Campos,XXXXXXXXX,XXXXXXXXX,Consumer,5594 Jagged Embers By-pass,San Antonio,TX,78227,EE. UU.,29.38037109,-98.6422348
12449,Ruth,Acosta,XXXXXXXXX,XXXXXXXXX,Consumer,7922 Iron Oak Gardens,Caguas,PR,725,Puerto Rico,18.28954887,-66.37054443
12450,Blaine,Mcmillan,XXXXXXXXX,XXXXXXXXX,Corporate,5666 Hazy Pony Square,Pico Rivera,CA,90660,EE. UU.,33.9890213,-118.079155
12451,Camilla,Hopper,XXXXXXXXX,XXXXXXXXX,Corporate,673 Burning Glen ,Fontana,CA,92336,EE. UU.,34.15697479,-117.4821548
12452,Catherine,Bradley,XXXXXXXXX,XXXXXXXXX,Corporate,6651 Iron Port ,Caguas,PR,725,Puerto Rico,18.2230072,-66.37050629
12453,Susan,Goodman,XXXXXXXXX,XXXXXXXXX,Consumer,1325 Noble Pike ,Taylor,MI,48180,EE. UU.,43.56250763,-83.8993454
12454,Iona,Waller,XXXXXXXXX,XXXXXXXXX,Corporate,2734 Hazy Butterfly Circle,Martinez,CA,94553,EE. UU.,38.01199341,-122.1196899
12455,Leigh,Velez,XXXXXXXXX,XXXXXXXXX,Consumer,3543 Red Treasure Bay,Caguas,PR,725,Puerto Rico,18.27222061,-66.37059784
12456,Hannah,Jacobs,XXXXXXXXX,XXXXXXXXX,Consumer,4703 Old Route ,West New York,NJ,7093,EE. UU.,40.78874207,-74.00895691
12457,Felicia,Fischer,XXXXXXXXX,XXXXXXXXX,Consumer,3323 Old Willow Mall,Caguas,PR,725,Puerto Rico,18.28432655,-66.37052918
12458,Deanna,Abbott,XXXXXXXXX,XXXXXXXXX,Consumer,7740 Broad Fox Villas,North Bergen,NJ,7047,EE. UU.,40.79859161,-74.00170898
12459,Callie,Colon,XXXXXXXXX,XXXXXXXXX,Consumer,8811 High Horse Impasse,San Juan,PR,921,Puerto Rico,39.49591446,-98.98998261
12460,Basia,West,XXXXXXXXX,XXXXXXXXX,Consumer,9417 Emerald Towers ,Caguas,PR,725,Puerto Rico,18.27926064,-66.37059784
12461,Desirae,Griffin,XXXXXXXXX,XXXXXXXXX,Consumer,318 Merry Creek Mountain,Peoria,AZ,85345,EE. UU.,33.57873154,-112.266098
12462,Haley,Chen,XXXXXXXXX,XXXXXXXXX,Home Office,9576 Middle Hills Round,Glenview,IL,60025,EE. UU.,42.06869888,-87.76191711
12463,Sylvia,Daugherty,XXXXXXXXX,XXXXXXXXX,Home Office,1768 Sleepy Zephyr Place,Caguas,PR,725,Puerto Rico,18.24377823,-66.37050629
12464,Aspen,Ramirez,XXXXXXXXX,XXXXXXXXX,Home Office,9366 Colonial Horse Close,Longview,WA,98632,EE. UU.,46.19270325,-123.1642761
12465,September,Joseph,XXXXXXXXX,XXXXXXXXX,Home Office,2469 Blue Brook Crossing,Fort Worth,TX,76133,EE. UU.,32.64859009,-97.37162018
12466,Rhea,Cole,XXXXXXXXX,XXXXXXXXX,Home Office,2455 Merry Hollow ,Caguas,PR,725,Puerto Rico,18.20150566,-66.3706131
12467,Regan,Mullins,XXXXXXXXX,XXXXXXXXX,Home Office,8259 Foggy Edge ,Albuquerque,NM,87111,EE. UU.,35.13623428,-106.5444183
12468,Paloma,Mitchell,XXXXXXXXX,XXXXXXXXX,Home Office,2082 Hidden Green ,Caguas,PR,725,Puerto Rico,18.28171539,-66.37062836
12469,Zenia,Simpson,XXXXXXXXX,XXXXXXXXX,Consumer,9768 Noble Horse Heights,Norfolk,VA,23503,EE. UU.,36.94164658,-76.31868744
12470,Scarlett,Little,XXXXXXXXX,XXXXXXXXX,Consumer,3330 Easy Berry Range,Caguas,PR,725,Puerto Rico,18.27646637,-66.37049866
12471,Kelsey,Martinez,XXXXXXXXX,XXXXXXXXX,Consumer,9456 Sleepy Jetty ,Oceanside,CA,92056,EE. UU.,33.21950913,-117.2616196
12472,Leila,Mcdowell,XXXXXXXXX,XXXXXXXXX,Corporate,6336 Fallen Village ,Caguas,PR,725,Puerto Rico,18.26316261,-66.37055206
12473,Donna,Garcia,XXXXXXXXX,XXXXXXXXX,Home Office,6115 Indian Beacon Close,Norfolk,VA,23503,EE. UU.,36.94200516,-76.24208069
12474,Amela,Henderson,XXXXXXXXX,XXXXXXXXX,Home Office,2805 Crystal Moor ,Opelousas,LA,70570,EE. UU.,30.50694084,-92.192482
12475,Britanney,Middleton,XXXXXXXXX,XXXXXXXXX,Consumer,7274 Blue Wagon Villas,Caguas,PR,725,Puerto Rico,18.2116909,-66.37060547
12476,Quyn,Kent,XXXXXXXXX,XXXXXXXXX,Home Office,7358 Rocky Villas ,Long Beach,CA,90805,EE. UU.,33.87775421,-118.18116
12477,Skyler,Sanford,XXXXXXXXX,XXXXXXXXX,Home Office,7869 Crystal View Villas,Brooklyn,NY,11230,EE. UU.,40.62810135,-73.96759033
12478,Jemima,Carson,XXXXXXXXX,XXXXXXXXX,Home Office,7533 Thunder Wagon Beach,Duluth,GA,30096,EE. UU.,33.99794388,-84.16478729
12479,Lillith,Barber,XXXXXXXXX,XXXXXXXXX,Consumer,4575 Thunder Dale ,Caguas,PR,725,Puerto Rico,18.22099686,-66.37051392
12480,Tashya,Guzman,XXXXXXXXX,XXXXXXXXX,Consumer,1356 Easy Plaza ,Napa,CA,94558,EE. UU.,38.27954483,-122.2738647
12481,Moana,Bright,XXXXXXXXX,XXXXXXXXX,Corporate,1229 Bright Robin Corners,Denver,CO,80231,EE. UU.,39.65523911,-104.8748703
12482,Mia,Sampson,XXXXXXXXX,XXXXXXXXX,Corporate,5463 Rocky Autoroute ,Freeport,NY,11520,EE. UU.,40.65687943,-73.58428192
12483,Quail,Hanson,XXXXXXXXX,XXXXXXXXX,Corporate,357 Noble Lane ,Caguas,PR,725,Puerto Rico,18.2514286,-66.37050629
12484,Lunea,Mcdonald,XXXXXXXXX,XXXXXXXXX,Corporate,1040 Hazy Timber Lookout,Strongsville,OH,44136,EE. UU.,41.30748749,-81.83231354
12485,Bo,Pearson,XXXXXXXXX,XXXXXXXXX,Corporate,7449 Merry Chase ,Caguas,PR,725,Puerto Rico,18.21599579,-66.37060547
12486,Yvette,Lester,XXXXXXXXX,XXXXXXXXX,Corporate,938 Rustic Pine Ridge,San Bernardino,CA,92410,EE. UU.,34.11592865,-117.2950821
12487,Nevada,Barr,XXXXXXXXX,XXXXXXXXX,Corporate,8344 Dewy Fawn Farms,Caguas,PR,725,Puerto Rico,18.2873497,-66.37056732
12488,Xantha,Koch,XXXXXXXXX,XXXXXXXXX,Home Office,65 Silent Inlet ,Chicago,IL,60622,EE. UU.,41.89463043,-87.77754211
12489,Kevyn,Donaldson,XXXXXXXXX,XXXXXXXXX,Home Office,975 Honey Loop ,Roswell,GA,30075,EE. UU.,34.0256691,-84.35742188
12490,Martina,Levy,XXXXXXXXX,XXXXXXXXX,Corporate,7333 Cinder Way ,Caguas,PR,725,Puerto Rico,18.21567726,-66.37062836
12491,Bertha,Frye,XXXXXXXXX,XXXXXXXXX,Consumer,6512 Middle Parade ,Phoenix,AZ,85029,EE. UU.,33.58987427,-112.1163712
12492,Neve,Gould,XXXXXXXXX,XXXXXXXXX,Consumer,7554 Stony Goose Crossing,Caguas,PR,725,Puerto Rico,18.21110153,-66.37062836
12493,Aubrey,Carson,XXXXXXXXX,XXXXXXXXX,Corporate,57 High Villas ,Baltimore,MD,21229,EE. UU.,39.25846863,-76.5247879
12494,McKenzie,Goodman,XXXXXXXXX,XXXXXXXXX,Home Office,4770 Blue Pines ,Caguas,PR,725,Puerto Rico,18.28396797,-66.37056732
12495,Nomlanga,Bentley,XXXXXXXXX,XXXXXXXXX,Consumer,2306 Green Lane ,Sunnyvale,CA,94086,EE. UU.,37.36976242,-122.0313721
12496,Jessamine,Young,XXXXXXXXX,XXXXXXXXX,Consumer,8632 Bright Route ,Webster,NY,14580,EE. UU.,43.23522186,-77.42858887
12497,Cally,Chang,XXXXXXXXX,XXXXXXXXX,Consumer,8963 Hidden Panda Meadow,Caguas,PR,725,Puerto Rico,18.29749107,-66.37060547
12498,Felicia,Green,XXXXXXXXX,XXXXXXXXX,Consumer,2659 Jagged Rabbit View,Brooklyn,NY,11223,EE. UU.,40.60089111,-73.9785614
12499,Martina,Dawson,XXXXXXXXX,XXXXXXXXX,Corporate,2265 Foggy Lagoon Bend,Caguas,PR,725,Puerto Rico,18.24269104,-66.37062836
12500,Serina,Nash,XXXXXXXXX,XXXXXXXXX,Home Office,2407 Gentle Woods ,Chicago,IL,60647,EE. UU.,41.89548111,-87.68721771
12501,Brenna,Hardy,XXXXXXXXX,XXXXXXXXX,Corporate,7126 Shady Bluff Promenade,Princeton,NJ,8540,EE. UU.,39.64060593,-104.90625
12502,Deanna,Merrill,XXXXXXXXX,XXXXXXXXX,Home Office,8824 Noble View Valley,Caguas,PR,725,Puerto Rico,18.21807289,-66.3706131
12503,Emma,Nixon,XXXXXXXXX,XXXXXXXXX,Corporate,7869 Wishing Anchor Court,Chicago,IL,60619,EE. UU.,41.75202942,-87.58623505
12504,Kelsey,Cobb,XXXXXXXXX,XXXXXXXXX,Corporate,376 Silver Terrace ,Peoria,AZ,85345,EE. UU.,33.57873154,-112.266098
12505,Lillian,Martinez,XXXXXXXXX,XXXXXXXXX,Corporate,7796 Thunder Forest Villas,Caguas,PR,725,Puerto Rico,18.21686363,-66.3705368
